id,isbn13,isbn10,title,language,binding,release_date,edition,pages,dimensions,rating,publisher,author,copies
292,9780743299732,743299736,The Best American Poetry 2007,English,Paperback,2007-09-01,,192,5.60 (w) x 8.40 (h) x 0.50 (d),3.4,Simon & Schuster Adult Publishing Group,"Heather McHugh (Editor), David Lehman",12
293,9780743257596,743257596,The Best American Poetry 2006,English,Paperback,2006-09-01,,,,3.9,Simon & Schuster Adult Publishing Group,"Billy Collins (Editor), David Lehman",20
294,9780814757215,814757219,Tales for Little Rebels: A Collection of Radical Children's Literature,English,Paperback,2010-03-01,,313,7.90 (w) x 10.90 (h) x 0.90 (d),4.1,New York University Press,"Philip Nel, Jack Zipes, Julia Mickenberg",4
295,9780743243506,743243501,Great American Prose Poems,English,Paperback,2003-03-01,,352,5.50 (w) x 8.44 (h) x 1.00 (d),4.2,Simon & Schuster Adult Publishing Group,David Lehman,6
296,9780520222120,520222121,"The Literature of California, Volume 1: Native American Beginnings to 1945",English,Paperback,2000-12-01,1,653,6.00 (w) x 9.00 (h) x 1.63 (d),2.1,University of California Press,"Jack Hicks (Editor), Al Young (Editor), James D. Houston",7
297,9781598530056,1598530054,American Food Writing: An Anthology with Classic Recipes,English,Hardcover,2007-04-01,,700,8.62 (w) x 6.50 (h) x 1.88 (d),2.5,Library of America,Molly O'Neill,5
298,9781597140010,1597140015,Essential Saroyan,English,Paperback,2005-04-01,,192,5.60 (w) x 8.58 (h) x 0.60 (d),2.9,Heyday Books,"William Saroyan, William E. Justice",11
299,9781563680199,156368019X,No Walls of Stone: An Anthology of Literature by Deaf and Hard of Hearing Writers,English,Hardcover,2002-01-01,,232,6.00 (w) x 9.00 (h) x 0.90 (d),1.2,Gallaudet University Press,Jill Jepson,16
300,9781887178983,1887178988,"Pioneers of the Black Atlantic: Five Slave Narratives from the Enlightenment, 1772-1815",English,Paperback,1998-11-01,,656,6.00 (w) x 9.00 (h) x 1.40 (d),4.6,Basic Civitas Books,Henry Louis Gates Jr.,17
301,9781558853805,1558853804,Riding Low on Streets of Gold,English,Paperback,2003-11-01,New Edition,192,5.58 (w) x 8.48 (h) x 0.61 (d),1.3,Arte Publico Press,Judith Ortiz Cofer,8
302,9780816527939,816527938,Fire and Ink: An Anthology of Social Action Writing,English,Paperback,2009-10-01,New Edition,448,5.90 (w) x 8.90 (h) x 1.00 (d),3.0,University of Arizona Press,Frances Payne Adler,1
303,9780691133249,691133247,"New York Nocturne: The City After Dark in Literature, Painting, and Photography, 1850-1950",English,Hardcover,2008-10-01,,456,7.40 (w) x 10.10 (h) x 1.50 (d),3.3,Princeton University Press,William Chapman Sharpe,4
304,9781931082334,1931082332,Poets of World War II,English,Hardcover,2002-07-01,,262,4.78 (w) x 7.80 (h) x 0.84 (d),2.7,Library of America,"Various, Harvey Shapiro",4
305,9780195093605,195093607,Voices from the Harlem Renaissance,English,Paperback,1995-01-01,Reprint,448,10.52 (w) x 6.52 (h) x 1.15 (d),3.0,"Oxford University Press, USA",Nathan Irvin Huggins,7
306,9780914783701,091478370X,A Loving Voice II: A Caregiver's Book of More Read-Aloud Stories for the Elderly,English,Paperback,1994-07-01,New Edition,292,0.66 (w) x 6.00 (h) x 9.00 (d),2.9,Charles Press Publishers PA,"Carolyn Banks, Janis Rizzo",18
307,9780807123201,080712320X,Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,English,Paperback,1999-02-01,REPRINT,,,3.2,Louisiana State University Press,"William Craft, Ellen Craft, Richard J. Blackett",14
308,9780688175863,688175864,Motherland: Writings by Irish American Women about Mothers and Daughters,English,Paperback,2000-04-01,,276,5.00 (w) x 8.00 (h) x 0.62 (d),3.6,HarperCollins Publishers,"Caledonia Kearns (Editor), Caledonia Kearns",10
309,9780393316858,393316858,The Lowell Offering: Writings by New England Mill Women (1840-1845),English,Paperback,1997-12-01,,,,3.5,"Norton, W. W. & Company, Inc.","Benita Eisler (Editor), Benita Eisler (Commentaries by), Benita Eisler",8
310,9781439181478,1439181470,The Best American Poetry 2010,English,Hardcover,2010-09-01,,,,3.4,Simon & Schuster Adult Publishing Group,"Amy Gerstler (Editor), David Lehman",4
311,9780395986059,395986052,Inside Out/Outside In: Exploring American Literature,English,Hardcover,2005-07-01,1st Edition,360,6.50 (w) x 9.00 (h) x 0.50 (d),4.0,Cengage Learning,"Victoria Holder, Holder, Dorothy Lindsay, Lyn Motai, Karen Wiederholt",15
312,9780078454813,78454816,Glencoe Literature: American Literature: The Reader's Choice,English,Hardcover,2006-01-01,Student,1351,8.72 (w) x 11.16 (h) x 2.06 (d),4.4,"McGraw-Hill Companies, The","Jeffrey D. Wilhelm, Douglas Fisher, Beverly Ann Chin",2
313,9780195122138,195122135,Transcendentalism: A Reader,English,Paperback,2000-12-01,1st Edition,752,9.00 (w) x 6.20 (h) x 1.80 (d),3.7,"Oxford University Press, USA","Joel Myerson, Joel Myerson",12
314,9780618131730,618131736,The Best American Short Stories 2002,English,Paperback,2002-10-01,None,402,5.50 (w) x 8.50 (h) x 0.89 (d),3.8,Houghton Mifflin Harcourt,"Sue Miller (Editor), Katrina Kenison (Editor), Sue Miller (Introduction), Katrina Kenison",17
315,9780914783596,914783599,A Loving Voice: A Caregiver's Book of Read-Aloud Stories for the Elderly,English,Paperback,1992-01-01,,320,6.00 (w) x 9.00 (h) x 0.72 (d),3.6,Charles Press Publishers PA,"Carolyn Banks, Janis Rizzo",8
316,9780230620650,230620655,Hispanic Caribbean Literature of Migration: Narratives of Displacement,English,Hardcover,2010-06-01,,,,1.5,Palgrave Macmillan,Vanessa Y. P‚rez Rosario,11
317,9780809329540,809329549,American Political Plays after 9/11,English,Paperback,2010-06-01,,304,6.00 (w) x 9.00 (h) x 0.80 (d),4.0,Southern Illinois University Press,"Allan Havis, Anne Nelson, Chay Yew, Naomi Iizuka, Kia Corthron",10
318,9780486410982,486410986,"Best Plays of the Early American Theatre, 1787-1911",English,Paperback,2000-06-01,Unabridged,784,5.38 (w) x 8.46 (h) x 1.42 (d),4.0,Dover Publications,"John Gassner, Mollie Gassner (Editor), Mollie Gassner",20
319,9781551117287,1551117282,"Glances Backward: An Anthology of American Homosexual Writing, 1830-1920",English,Paperback,2006-09-01,1st Edition,388,6.00 (w) x 9.00 (h) x 0.81 (d),4.7,Broadview Press,James J. Gifford,12
320,9780940450783,094045078X,"American Poetry: The Nineteenth Century (Melville to Stickney, American Indian Poetry, Folk Songs and Spirituals) (Library of America), Vol. 2",English,Hardcover,1993-09-01,1st Edition,,,2.6,Library of America,"Various, John Hollander",17
321,9781563681271,1563681277,Deaf Way II Anthology: A Literary Collection of Deaf and Hard of Hearing Writers,English,Paperback,2002-06-01,,208,6.00 (w) x 9.00 (h) x 0.60 (d),2.0,Gallaudet University Press,Tonya M. Stremlau,4
322,9780312191764,312191766,American Short Story and Its Writer: An Anthology,English,Paperback,1999-08-01,1st Edition,1495,5.90 (w) x 9.30 (h) x 1.79 (d),4.6,Bedford/St. Martin's,"Ann Charters, Ann Charters",7
323,9780874519181,874519187,Orpheus and Company: Contemporary Poems on Greek Mythology,English,Paperback,1999-04-01,1st Edition,356,6.00 (w) x 9.00 (h) x 0.79 (d),1.4,University Press of New England,Deborah De Nicola,13
324,9780385003582,385003587,Poems That Live Forever,English,Hardcover,1965-06-01,,480,5.75 (w) x 8.55 (h) x 1.45 (d),3.2,Knopf Doubleday Publishing Group,Hazel Felleman,5
325,9780618902835,061890283X,The Best American Nonrequired Reading 2008,English,Paperback,2008-10-01,None,400,5.40 (w) x 8.10 (h) x 1.10 (d),3.7,Houghton Mifflin Harcourt,"Dave Eggers (Editor), Judy Blume",9
326,9780809015641,809015641,American Negro Poetry,English,Paperback,1995-12-01,Reissue,256,5.50 (w) x 8.50 (h) x 0.58 (d),1.2,"Farrar, Straus and Giroux","Arna Bontemps (Editor), Arna Bontemps",12
327,9780470237694,470237694,Paradise Road: Jack Kerouac's Lost Highway and My Search for America,English,Hardcover,2010-03-01,1,272,6.30 (w) x 9.30 (h) x 1.10 (d),1.1,"Wiley, John & Sons, Incorporated",Jay Atkinson,11
328,9780743476973,743476972,The Black Woman: An Anthology,English,Paperback,2005-03-01,Reprint,352,5.31 (w) x 8.25 (h) x 1.00 (d),3.2,Simon & Schuster Adult Publishing Group,"Toni Cade Bambara (Editor), Eleanor W Traylor",1
329,9781559362757,1559362758,Thom Pain (based on nothing),English,Paperback,2005-04-01,,,,3.9,Theatre Communications Group,Will Eno,11
330,9781598530476,159853047X,American Fantastic Tales: Terror and the Uncanny from Poe to the Pulps,English,Hardcover,2009-10-01,,750,5.22 (w) x 8.18 (h) x 1.29 (d),3.4,Library of America,Peter Straub,8
331,9780802132796,802132790,100 Poems by 100 Poets,English,Paperback,1994-01-01,Reprint,176,5.52 (w) x 8.25 (h) x 0.47 (d),4.2,"Grove/Atlantic, Inc.","Harold Pinter (Editor), Anthony Astbury (Editor), Geoffrey Godbert",14
332,9781929642373,1929642377,"Chocolate Thoughts: Short Stories, Essays and Poetry from the Hearts and Minds of Real Black Men",English,Paperback,2006-05-01,,,,2.4,Literally Speaking Pub House,S. James Guitard,8
333,9780195125634,195125630,Oxford Anthology of African American Poetry,English,Hardcover,2005-10-01,New Edition,464,9.30 (w) x 6.30 (h) x 1.70 (d),1.5,"Oxford University Press, USA","Arnold Rampersad (Editor), Hilary Herbold (Editor), Hilary Herbold",11
334,9780786713875,786713879,"Freedom in This Village: Twenty-Five Years of Black Gay Men's Writing, 1979 to the Present",English,Paperback,2004-09-01,,459,5.42 (w) x 8.40 (h) x 0.63 (d),1.8,Da Capo Press,"E. Lynn Harris, E. Lynn Harris",9
335,9781593761943,1593761945,Bandana Republic: A Literary Anthology by Gang Members and Their Affliliates,English,Paperback,2008-05-01,,288,5.40 (w) x 8.40 (h) x 0.80 (d),4.2,"Soft Skull Press, Inc.","Louis Reyes Rivera, Bruce George",15
336,9780820332253,820332259,The Civil Rights Reader: American Literature from Jim Crow to Reconciliation,English,Paperback,2009-01-01,New Edition,392,6.10 (w) x 9.10 (h) x 1.00 (d),1.0,University of Georgia Press,"Julie Buckner Armstrong (Editor), Amy Schmidt",4
337,9781598530155,1598530151,American Sonnets: An Anthology,English,Hardcover,2007-10-01,,224,4.76 (w) x 7.76 (h) x 0.78 (d),4.6,Library of America,David Bromwich,18
338,9781416906353,1416906355,Voices in First Person: Reflections on Latino Identity,English,Hardcover,2008-08-01,,96,6.25 (w) x 8.38 (h) x 0.44 (d),1.9,Simon & Schuster Children's Publishing,"Lori Marie Carlson, Flavio Morais (Illustrator), Manuel Rivera-Ortiz",9
339,9781560373797,1560373792,Montana Women Writers: A Geography of the Heart,English,Paperback,2006-10-01,,395,5.92 (w) x 8.70 (h) x 1.18 (d),1.2,Farcountry Press,"Farcountry Press, Sue Hart",20
340,9780945353829,945353820,81 Famous Poems,English,Compact Disc,1993-08-01,2 CDs,,,3.2,AudioGO,"Alexander Scourby, William Shakespeare, Walt Whitman, A. Yeats, Bramwell Fletcher",6
341,9781597140492,159714049X,Califauna: A Literary Field Guide,English,Paperback,2007-04-01,,464,6.18 (w) x 9.00 (h) x 0.76 (d),1.6,Heyday Books,"Terry Beers (Editor), Emily Elrod",6
342,9780226322742,226322742,Thousand and One Afternoons in Chicago,English,Paperback,2009-06-01,,,,2.4,University of Chicago Press,"Ben Hecht, B. Hecht, Herman Rosse (Illustrator), William Savage",5
343,9780195395921,195395921,Philadelphia Stories: America's Literature of Race and Freedom,English,Hardcover,2010-04-01,,,,3.9,"Oxford University Press, USA",Samuel Otter,15
344,9789626342480,962634248X,"Voices of Black America: Historical Recordings of Poetry, Humor and Drama, 1908-1947",English,Compact Disc,2002-02-01,Large Type,,,5.0,Naxos Audiobooks,"Washington, Langston Hughes, Paul Laurence Dunbar, William Shaman (Produced by), Peter Adamson",10
345,9780816524938,816524939,The Wind Shifts: New Latino Poetry,English,Paperback,2007-04-01,1st Edition,266,6.00 (w) x 9.00 (h) x 0.70 (d),4.7,University of Arizona Press,"Francisco Arag¢n, Juan Felipe Herrera",2
346,9780595362974,595362974,Slamma Lamma Ding Dong: An Anthology by Nebraska's Slam Poets,English,Paperback,2005-07-01,,126,6.14 (w) x 9.12 (h) x 0.35 (d),4.1,"iUniverse, Incorporated","J. M. Huscher (Editor), Dan Leamen, Matt Mason, Dan Leamen (Editor), Matt Mason",16
347,9780813538860,813538866,Shadowed Dreams: Women's Poetry of the Harlem Renaissance,English,Paperback,2006-10-01,2nd Edition,374,6.00 (w) x 8.90 (h) x 1.00 (d),2.1,Rutgers University Press,"Maureen Honey (Editor), Nellie Y. McKay",13
348,9780870498749,870498746,"Appalachia Inside Out: Conflict and Change, Vol. 1",English,Paperback,1995-03-01,1st Edition,376,6.12 (w) x 8.94 (h) x 1.08 (d),2.6,University of Tennessee Press,Robert J. Higgs,20
349,9781931082273,1931082278,Writing Los Angeles: A Literary Anthology,English,Hardcover,2002-09-01,,880,6.34 (w) x 9.60 (h) x 1.81 (d),3.9,Library of America,David L. Ulin,10
350,9780976876021,976876027,On Grandma's Porch: Stories and True Facts about Growing up Southern in the Good Old Days,English,Paperback,2007-06-01,,249,5.90 (w) x 8.90 (h) x 0.60 (d),4.4,"BelleBooks, Incorporated","Sandra Chastain, Martha Crockett, Debra Leigh Smith",18
351,9781400076758,1400076757,Tuscany in Mind,English,Paperback,2005-05-01,,400,5.10 (w) x 8.00 (h) x 1.00 (d),2.4,Knopf Doubleday Publishing Group,"Alice Leccese Powers (Editor), Alice Leccese Powers",18
352,9780879054700,879054700,Don't Squat With Yer Spurs On!: A Cowboy's Guide to Life,English,Paperback,2000-10-01,,,,4.7,"Smith, Gibbs Publisher",Texas Bix Bender,15
353,9781555536770,1555536778,Love and Marriage in Early African America,English,Paperback,2007-12-01,New Edition,360,5.90 (w) x 8.90 (h) x 1.20 (d),4.8,Northeastern University Press,Frances Smith Foster,5
354,9781880399989,1880399989,"Twenty One-Acts from the Twenty Years at the Humana Festival, 1975-1995",English,Paperback,1995-12-01,1st Edition,416,5.40 (w) x 8.49 (h) x 0.81 (d),2.0,"Smith & Kraus, Inc.","Michele Volansky (Editor), Michael Dixon",2
355,9781933859866,1933859865,American Austen: The Forgotten Writing of Agnes Repplier,English,Hardcover,2009-05-01,1,450,6.30 (w) x 9.30 (h) x 1.20 (d),2.2,ISI Books,"Agnes Repplier, John Lukacs",9
356,9780631206521,631206523,American Gothic: An Anthology 1787-1916 (Blackwell Anthologies Series),English,Paperback,1999-06-01,1st Edition,496,9.61 (w) x 6.69 (h) x 1.00 (d),4.8,"Wiley, John & Sons, Incorporated","Crow, Charles L. Crow",17
357,9780743299763,743299760,The Best American Poetry 2009,English,Hardcover,2009-09-01,,,,3.5,Simon & Schuster Adult Publishing Group,"David Wagoner (Editor), David Lehman",17
358,9780813529660,813529662,Bold Words: A Century of Asian American Writing,English,Paperback,2001-01-01,1st Edition,480,7.00 (w) x 10.00 (h) x 0.94 (d),3.9,Rutgers University Press,"Rajini Srikanth (Editor), Esther Yae Iwanaga",8
359,9780920661598,920661599,Another Way to Dance: Contemporqary Asian Poetry from Canada and the United States,English,Paperback,1996-01-01,,272,5.77 (w) x 8.76 (h) x 0.64 (d),1.5,T S A R Publications,Cyril Dabydeen,4
360,9780743203883,743203887,The Best American Poetry 2003,English,Paperback,2003-08-01,,256,5.50 (w) x 8.44 (h) x 0.74 (d),4.6,Simon & Schuster Adult Publishing Group,"Yusef Komunyakaa (Editor), David Lehman",10
361,9780967023434,967023432,Plays and Playwrights 2002,English,Paperback,2002-01-01,,350,5.54 (w) x 8.24 (h) x 0.78 (d),2.2,"New York Theatre Experience, Incorporated, The","Martin Denton, Marc Spitz, Matthew Freeman, Curtiss I. Cook, Marc Chun",11
362,9780761131656,761131655,"Why Freedom Matters: The Spirit of the Declaration of Independence in Prose, Poetry, and Song from 1776 to the Present",English,Paperback,2003-09-01,,400,6.00 (w) x 9.00 (h) x 1.09 (d),2.7,"Workman Publishing Company, Inc.","Daniel Katz (Editor), Katz",19
363,9781557837479,1557837473,The Best American Short Plays 2006-2007,English,Hardcover,2010-06-01,,,,3.7,Applause Theatre Book Publishers,Barbara Parisi,1
364,9780816645619,816645612,Forced Passages: Imprisoned Radical Intellectuals and the U.S. Prison Regime,English,Paperback,2006-01-01,1,288,5.88 (w) x 9.00 (h) x 0.80 (d),3.5,University of Minnesota Press,Dylan Rodriguez,15
365,9780395980750,395980755,Selected Works,English,Paperback,2002-04-01,1st Edition,504,5.58 (w) x 8.20 (h) x 0.73 (d),4.6,Cengage Learning,"Ralph Waldo Emerson, Margaret Fuller, John Carlos Rowe",19
366,9780932379191,932379192,Getting Home Alive,English,Paperback,1986-12-01,,213,5.50 (w) x 8.40 (h) x 0.60 (d),4.2,Firebrand Books,"Aurora Levins Morales, Rosario Morales",4
367,9780072400199,72400196,Twentieth-Century American Poetry,English,Paperback,2003-12-01,1st Edition,,,3.1,"McGraw-Hill Companies, The","Dana Gioia, Meg Schoerke, David Mason, Meg Schoerke, David Mason",16
368,9780979485220,979485223,Plays and Playwrights 2009,English,Paperback,2009-02-01,,384,5.40 (w) x 8.20 (h) x 0.90 (d),1.7,"New York Theatre Experience, Incorporated, The","Martin Denton (Editor), Michael Laurence, Tim Collins, Lenora Champagne, Carlos Lacamara",15
369,9781879960589,1879960583,Through the Eye of the Deer: An Anthology of Native American Women Writers,English,Paperback,1999-09-01,1st Edition,284,6.00 (w) x 9.00 (h) x 0.60 (d),4.7,Aunt Lute Books,"Carolyn Dunn (Editor), Carol Comfort",15
370,9780813527260,813527260,Asian American Studies: A Reader,English,Paperback,2000-05-01,1st Edition,600,6.99 (w) x 9.94 (h) x 1.35 (d),3.4,Rutgers University Press,"Jean Yu-wen Shen Wu (Editor), Min Song",15
371,9781931010474,1931010471,Latinos in Lotusland: An Anthology of Contemporary Southern California Literature,English,Paperback,2008-04-01,1st Edition,,,3.7,Bilingual Review/Press,Daniel A. Olivas,8
372,9780813520186,813520185,Daughters Of Decadence,English,Paperback,1993-08-01,,352,5.00 (w) x 8.00 (h) x 0.78 (d),3.2,Rutgers University Press,Elaine Showalter,3
373,9780073221533,73221538,"American Tradition in Literature : With American Ariel, Vol. 2",English,Hardcover,2006-10-01,11st Edition,,6.10 (w) x 9.10 (h) x 2.00 (d),2.8,"McGraw-Hill Companies, The",George Perkins,15
374,9780618570485,618570489,Best American Nonrequired Reading 2005,English,Paperback,2005-10-01,None,370,5.50 (w) x 8.50 (h) x 0.82 (d),2.5,Houghton Mifflin Harcourt,"Dave Eggers (Editor), Beck",11
375,9780873514286,873514289,Sister Nations: Native American Women Writing on Community,English,Paperback,2002-03-01,,230,5.62 (w) x 8.50 (h) x 0.80 (d),1.8,Minnesota Historical Society Press,"Heid E. Erdrich (Editor), Laura Tohe (Editor), Winona LaDuke",10
376,9780673469779,673469778,Asian-American Literature: A Brief Introduction and Anthology,English,Paperback,1997-01-01,1st Edition,400,6.30 (w) x 9.10 (h) x 1.10 (d),3.8,Longman,Shawn Wong,19
377,9780446676915,446676918,Black Silk: A Collection of African-American Erotica,English,Paperback,2002-02-01,,356,5.00 (w) x 8.00 (h) x 0.79 (d),1.6,Hachette Book Group,Retha Powers,5
378,9780879103668,879103663,The Best Plays Theater Yearbook 2007-2008,English,Hardcover,2009-10-01,Annual,650,6.60 (w) x 9.40 (h) x 1.70 (d),2.5,Limelight Editions,Jeffrey Eric Jenkins,17
379,9780061175350,61175358,"Damage Control: Women on the Therapists, Beauticians, and Trainers Who Navigate Their Bodies",English,Paperback,2007-06-01,,304,5.31 (w) x 8.00 (h) x 0.68 (d),1.1,HarperCollins Publishers,Emma Forrest,5
380,9780130266873,130266876,The Prentice Hall Anthology of Latino Literature,English,Hardcover,1901-08-01,1st Edition,544,6.70 (w) x 8.90 (h) x 1.10 (d),4.7,Prentice Hall,"Eduardo del Rio, Eduardo Rius Del Rio",14
381,9780393046779,039304677X,The Norton Book of American Autobiography,English,Hardcover,1999-03-01,,711,6.00 (w) x 9.30 (h) x 1.60 (d),1.8,"Norton, W. W. & Company, Inc.","Jay Parini (Editor), Gore Vidal",6
382,9781575252490,157525249X,New Playwrights: The Best Plays of 2000,English,Paperback,2003-01-01,,311,52.50 (w) x 82.50 (h) x 7.50 (d),2.9,"Smith & Kraus, Inc.",D. L. Lepidus,9
383,9780896726383,089672638X,Xerophilia: Ecocritical Explorations in Southwestern Literature,English,Hardcover,2008-12-01,New Edition,264,6.20 (w) x 8.30 (h) x 1.10 (d),1.1,Texas Tech University Press,"Tom Lynch, Scott Slovic",10
384,9780813531625,813531624,"The New Anthology of American Poetry: Volume I: Traditions and Revolutions, Beginnings to 1900",English,Paperback,2003-03-01,1st Edition,768,6.10 (w) x 9.20 (h) x 1.40 (d),4.9,Rutgers University Press,"Steven Gould Axelrod (Editor), Camille Roman, Camille Roman (Editor), Thomas J. Travisano (Editor), Camille Roman",5
385,9781403979995,1403979995,Contemporary U. S. Latino a Literary Criticism,English,Hardcover,2007-10-01,1,304,5.50 (w) x 8.50 (h) x 0.81 (d),2.5,Palgrave Macmillan,"Lyn Di Iorio Sandin (Editor), Richard Perez",8
386,9780978625115,978625110,Brother to Brother: New Writings by Black Gay Men,English,Paperback,2007-12-01,2,389,5.50 (w) x 8.50 (h) x 1.30 (d),4.7,Small Pr Distribution,"Essex Hemphill (Editor), Chuck Tarver (Afterword), Jafari Allen (Introduction), Joseph Beam",3
387,9780872863132,872863131,"The New World Border: Prophecies, Poems, and Loqueras for the End of the Century",English,Hardcover,2001-01-01,,244,6.00 (w) x 8.00 (h) x 0.60 (d),1.4,City Lights Books,Guillermo Gomez-Pena,2
388,9780815320807,815320809,"Literatura Chicana, 1965-1995: An Anthology in Spanish, English, and Calo, Vol. 191",English,Paperback,1997-03-01,1st Edition,520,5.50 (w) x 8.50 (h) x 1.05 (d),3.1,Routledge,"Garland, David Foster (Editor), Manuel De Jesus Hernandez-Gutier",13
389,9781590212288,1590212282,So Fey,English,Paperback,2009-06-01,,348,6.00 (w) x 9.00 (h) x 0.78 (d),4.3,Lethe Press,Steve Berman,4
390,9780230606326,230606326,"Imagined Transnationalism: U. S. Latino/A Literature, Culture, and Identity",English,Hardcover,2009-11-01,,272,5.70 (w) x 8.30 (h) x 0.80 (d),2.5,Palgrave Macmillan,"Kevin Concannon (Editor), Francisco A. Lomeli (Editor), Marc Priewe",16
391,9780873384667,873384660,Literature and Aging: An Anthology,English,Paperback,1993-02-01,,456,6.25 (w) x 9.18 (h) x 1.13 (d),3.7,Kent State University Press,"Martin Kohn (Editor), Delese Wear (Editor), Carol Donley",7
392,9781559363327,1559363320,Salaam. Peace: An Anthology of Middle Eastern-American Drama,English,Paperback,2010-01-01,,400,6.00 (w) x 8.90 (h) x 1.20 (d),2.4,Theatre Communications Group,Holly Hill,6
393,9780979485213,979485215,Plays and Playwrights 2008,English,Paperback,2008-02-01,,,,1.9,"New York Theatre Experience, Incorporated, The","Robert Attweiler, Daniel Reitz, Crystal Skillman, Leslie Bramm, Daniel Talbott",6
394,9780395875094,395875099,Call and Response: The Riverside Anthology of the African American Literary Tradition CD,English,Multimedia,1998-01-01,1st Edition,,5.00 (w) x 4.90 (h) x 0.20 (d),3.8,CENGAGE Learning,"Patricia Liggins Hill (Editor), Patricia Liggins Hill, Bernard W. Bell (Editor), Bernard W. Bell",11
395,9780321198433,321198433,U.S. Latino Literature Today,English,Paperback,2004-08-01,1st Edition,352,6.40 (w) x 9.00 (h) x 0.90 (d),4.4,Longman,Gabriela Baeza Ventura,20
396,9780573695391,573695393,Death Defying Acts,English,Paperback,1996-01-01,1st Edition,132,5.00 (w) x 8.00 (h) x 0.28 (d),4.5,"Samuel French, Incorporated","Woody Allen, Elaine May, David Mamet",3
397,9780842028295,842028293,American Studies Anthology,English,Paperback,2001-08-01,1st Edition,416,0.93 (w) x 6.00 (h) x 9.00 (d),2.3,Sr Books,Richard P. Horwitz,7
398,9780936839226,936839228,Women Heroes: Six Short Plays from the Women's Project,English,Paperback,1987-01-01,New Edition,104,4.80 (w) x 6.80 (h) x 0.30 (d),3.1,Applause Theatre Book Publishers,Julia Miles,12
399,9781573441889,1573441880,Queer Beats: How the Beats Turned America On to Sex,English,Paperback,2004-06-01,,209,6.04 (w) x 8.96 (h) x 0.72 (d),1.2,Cleis Press,Regina Marler,17
400,9781558853317,1558853316,Message to Aztlan: Selected Readings,English,Paperback,2001-01-01,1st Edition,256,5.52 (w) x 8.52 (h) x 0.90 (d),3.0,Arte Publico Press,"Rodolfo Gonzales, Antonio Esquibel (Compiler), Rodolfo F. Acuna",5
401,9781932663174,1932663177,The New England Transcendentalists: Life of the Mind and of the Spirit (Perspectives on History Series),English,Paperback,2006-12-01,2,44,7.53 (w) x 4.67 (h) x 0.11 (d),2.5,"History Compass, LLC",Ellen Hansen,10
402,9780393316711,393316718,Literature of the American South: A Norton Anthology,English,Paperback,1997-10-01,1st Edition,1060,6.00 (w) x 9.20 (h) x 1.20 (d),4.3,"Norton, W. W. & Company, Inc.",William L. Andrews,12
403,9780231054195,023105419X,The American Puritans: Their Prose and Poetry,English,Paperback,1982-05-01,1st Edition,346,8.06 (w) x 8.08 (h) x 0.67 (d),4.0,Columbia University Press,"Perry Miller (Editor), Perry Miller",4
404,9780940450660,940450666,"Richard Wright: Early Works (Lawd Today!, Uncle Tom's Children, Native Son)",English,Hardcover,1991-10-01,1st Edition,936,5.16 (w) x 8.16 (h) x 1.15 (d),4.7,Library of America,"Richard Wright, Arnold Rampersad",4
405,9780618533015,061853301X,The Heath Anthology of American Literature: Volume E: Contemporary Period (1945 to the Present),English,Paperback,2005-01-01,5th Edition,1264,6.10 (w) x 9.00 (h) x 1.00 (d),3.4,Cengage Learning,"Paul Lauter, Richard Yarborough, Jackson Bryer, Charles Molesworth, King-Kok Cheung",10
406,9780060749538,60749539,Best American Magazine Writing 2004,English,Paperback,2004-09-01,Older Edition,560,5.31 (w) x 8.00 (h) x 0.89 (d),4.9,HarperCollins Publishers,"American Society Of Magazine Editors, Susan Orlean",19
407,9780295988245,029598824X,Writing Off the Hyphen: New Perspectives on the Literature of the Puerto Rican Diaspora,English,Paperback,2008-04-01,,361,5.90 (w) x 8.80 (h) x 0.90 (d),4.0,University of Washington Press,"Jose L. Torres-Padilla, Carmen Hayd'e Rivera",11
408,9780674030916,674030915,Ethnic Modernism,English,Paperback,2008-11-01,Reprint,336,6.10 (w) x 9.20 (h) x 0.90 (d),4.0,Harvard University Press,Werner Sollors,6
409,9781555533014,1555533019,Recollections of the Early Republic: Selected Autobiographies,English,Paperback,1997-01-01,,300,6.08 (w) x 9.22 (h) x 0.92 (d),3.3,Northeastern University Press,Joyce Appleby,12
410,9781586480097,158648009X,The Best American Magazine Writing,English,Paperback,2000-12-01,,432,0.96 (w) x 5.50 (h) x 8.50 (d),1.5,PublicAffairs,Clay Felker,17
411,9780807136362,807136360,"Blacklegs, Card Sharps, and Confidence Men",English,Hardcover,2010-05-01,,,,4.1,Louisiana State University Press,Thomas Ruys Smith,16
412,9780070113961,70113963,Modern American Prose: Fifteen Writers + 15,English,Paperback,1993-01-01,3rd Edition,,,2.7,McGraw-Hill Higher Education,"John Clifford, Robert DiYanni, Robert DiYanni, Robert DiYanni",11
413,9780415234689,415234689,A Beginner's Guide to Critical Reading: An Anthology of Literary Texts,English,Paperback,2001-04-01,,,,3.8,"Taylor & Francis, Inc.",Richard Jacobs,18
414,9780252064104,252064100,For a Living: The Poetry of Work,English,Paperback,1995-03-01,,,,2.1,University of Illinois Press,"Nicholas Coles, Nicholas Coles",16
