id,isbn13,isbn10,title,language,binding,release_date,edition,pages,dimensions,rating,publisher,author,copies
1,9780435910105,435910108,Opening Spaces: An Anthology of Contemporary African Women's Writing,English,Paperback,1999-09-01,1st Edition,186,5.07 (w) x 7.78 (h) x 0.42 (d),2.7,Heinemann,"Yvonne Vera (Editor), Yvonne Vera",18
2,9781906523374,1906523371,The Caine Prize for African Writing 2010: 11th Annual Collection,English,Paperback,2010-08-01,,208,5.00 (w) x 7.70 (h) x 0.70 (d),2.0,New Internationalist,The Caine Prize for African Writing,12
3,9780394721170,394721179,African Folktales,English,Paperback,1983-08-01,,,,1.8,Knopf Doubleday Publishing Group,"Roger D. Abrahams, Dan Frank",13
4,9780813190761,813190762,Unchained Voices: An Anthology of Black Authors in the English-Speaking World of the Eighteenth Century,English,Paperback,2003-12-01,Expanded,416,6.10 (w) x 9.40 (h) x 1.10 (d),4.8,University Press of Kentucky,Vincent Carretta,5
5,9781558615007,1558615008,Women Writing Africa: West Africa and the Sahel,English,Paperback,2005-08-01,,560,6.00 (w) x 9.00 (h) x 1.30 (d),1.6,"Feminist Press at CUNY, The","Esi Sutherland-Addy (Editor), Abena P. A. Busia (Editor), Aminata Diaw",8
6,9781906523244,190652324X,"10 Years of the Caine Prize for African Writing: Plus Coetzee, Gordimer, Achebe, Okri",English,Hardcover,2009-09-01,,,,3.7,New Internationalist,The Caine The Caine Prize for African Writing,20
7,9781592211517,1592211518,Introduction to African Oral Literature and Performance,English,Hardcover,2006-02-01,New Edition,146,8.30 (w) x 5.30 (h) x 0.80 (d),4.0,Africa World Press,"Bayo Ogunjimi, Abdul Rasheed Na'allah",20
8,9780803211025,803211023,Violence in Francophone African and Caribbean Women's Literature,English,Hardcover,2009-12-01,,236,5.80 (w) x 8.60 (h) x 1.00 (d),4.3,UNP - Nebraska,Marie-Chantal Kalisa,17
9,9780253211101,253211107,Oral Epics from Africa,English,Paperback,2008-03-01,1st Edition,,,3.7,Indiana University Press,"John William Johnson, Thomas A. Hale, Stephen (Eds.) Belcher, Thomas A. Hale (Editor), Stephen Belcher",3
10,9780912469096,912469099,African Fundamentalism: A Literary and Cultural Anthology of Garvey's Harlem Renaissance,English,Hardcover,1991-10-01,,363,5.31 (w) x 8.20 (h) x 0.85 (d),2.0,"Majority Press, Incorporated, The",Tony Martin,8
11,9780140100044,140100040,Land Apart: A South African Reader,English,Paperback,1987-06-01,,256,5.08 (w) x 7.74 (h) x 0.56 (d),2.5,Penguin Group (USA),"Various, Andre Brink, J. M. Coetzee",4
12,9781558615342,1558615342,Women Writing Africa: The Eastern Region,English,Paperback,2007-02-01,,,,1.6,"Feminist Press at CUNY, The","Amandina Lihamba (Editor), Fulata L. Moyo (Editor), Mugaybuso M. Mulokozi",6
13,9780795701849,795701845,Nobody Ever Said AIDS: Poems and Stories from Southern Africa,English,Paperback,2010-03-01,New Edition,192,5.40 (w) x 8.30 (h) x 0.60 (d),3.1,NB Publishers,"Nobantu Rasebotsa (Editor), Kylie Thomas (Editor), Meg Samuelson (Editor), Njabulo S. Ndebele",7
14,9780471380603,471380601,Step into a World: A Global Anthology of the New Black Literature,English,Hardcover,2000-10-01,1,496,6.48 (w) x 9.55 (h) x 1.48 (d),1.2,"Wiley, John & Sons, Incorporated","Kevin Powell (Editor), Powell",1
15,9780814781432,814781438,An Anthology of Interracial Literature: Black-White Contacts in the Old World and the New,English,Hardcover,2004-02-01,,,,3.3,New York University Press,"Werner Sollors, Werner Sollors",7
16,9781906523145,1906523142,The Caine Prize 2009: The Caine Prize for African Writing 10th Annual Collection,English,Paperback,2009-07-01,10,214,5.80 (w) x 8.20 (h) x 0.60 (d),1.7,New Internationalist,New Internationalist,6
17,9780844212029,844212024,"Traditions in World Literature: Literature of Africa, Softcover Student Edition",English,Paperback,1999-01-01,1,320,7.40 (w) x 9.10 (h) x 0.80 (d),2.4,Glencoe/McGraw-Hill,"McGraw-Hill, McGraw-Hill Staff",1
18,9781869140014,186914001X,Love Child,English,Paperback,2002-03-01,,124,8.50 (w) x 5.30 (h) x 0.40 (d),2.6,University Of KwaZulu-Natal Press,Gcina Mhlophe,20
19,9781770091450,1770091459,Seventh Street Alchemy 2004: A Selection of Works from the Caine Prize for African Writing,English,Paperback,2006-06-01,,228,5.75 (w) x 8.25 (h) x 0.50 (d),1.9,Jacana Media,"Jacana Media (Manufactured by), Monica Arac de Nyeko, Doreen Baingana, Parselelo Kantai",17
20,9781558614062,1558614060,Women Writing Africa: The Southern Region: Volume 1,English,Library Binding,2002-12-01,First Edition,560,6.30 (w) x 9.30 (h) x 1.50 (d),1.7,"Feminist Press at CUNY, The","Sheila Meintjes, Dorothy Driver (Editor), Sheila Meintjes (Editor), Margie Orford (Editor), Chiedza Musengezi",12
21,9780739105627,739105620,Of Suffocated Hearts and Tortured Souls: Seeking Subjecthood through Madness in Francophone Women's,English,Hardcover,2002-12-01,,218,0.63 (w) x 6.00 (h) x 9.00 (d),3.7,The Rowman & Littlefield Publishing Group Inc,"ValZrie Orlando, Valzrie Orlando, Valrie Orlando",10
22,9780325070254,325070253,Less Than One and Double: A Feminist Reading of African Women's Writing,English,Hardcover,2001-11-01,,384,,1.4,Heinemann,Kenneth W. Harrow,10
23,9781588264916,1588264912,The Rienner Anthology of African Literature,English,Library Binding,2007-04-01,New Edition,900,6.30 (w) x 9.10 (h) x 1.90 (d),1.0,"Lynne Rienner Publishers, Inc.",Anthonia C. Kalu,14
24,9781594606472,1594606471,Oral and Written Expressions of African Cultures,English,Paperback,2009-03-01,New Edition,264,6.00 (w) x 9.00 (h) x 0.70 (d),1.8,Carolina Academic Press,"Toyin Falola, Fallou Ngom",20
25,9781904456735,1904456731,Jambula Tree and other stories: The Caine Prize for African Writing 8th Annual Collection,English,Paperback,2008-07-01,8,214,5.80 (w) x 8.10 (h) x 0.70 (d),4.4,New Internationalist,Monica Arac de Nyeko,12
26,9780795701061,795701063,Up the Down Escalator,English,Paperback,2010-03-01,,,,4.2,NB Publishers,"Linda Rode, Hans Bodenstein",11
27,9780869809181,869809180,Basali!: Stories by and about Women in Lesotho,English,Paperback,1995-02-01,,136,5.70 (w) x 7.96 (h) x 0.40 (d),1.4,University of Natal Press,K. Limakatso Kendall,20
28,9781563976988,1563976986,How God Fix Jonah,English,Hardcover,2000-10-01,"1ST, REVISED",160,7.33 (w) x 10.32 (h) x 0.67 (d),3.0,Boyds Mills Press,"Lorenz Graham, Ashley Bryan (Illustrator), Effie Lee Morris",9
29,9781919931234,1919931236,Glass Jars among Trees,English,Paperback,2005-04-01,,188,7.75 (w) x 5.00 (h) x 0.47 (d),3.4,Jacana Media,"Arja Salafranca (Editor), Alan Finlay",13
30,9780325002118,325002118,Running Towards Us: New Writing from South Africa,English,Paperback,2000-05-01,1st Edition,216,5.90 (w) x 9.10 (h) x 0.50 (d),4.5,Heinemann,"Isabel Balseiro (Editor), Isabel Balseiro",10
31,9780739105634,739105639,Of Suffocated Hearts And Tortured Souls,English,Paperback,2002-12-01,,,,3.5,Lexington Books,Valerie Key Orlando,11
32,9780814781449,814781446,An Anthology of Interracial Literature: Black-White Contacts in the Old World and the New,English,Paperback,2004-02-01,New Edition,,,4.8,New York University Press,"Werner Sollors (Editor), Werner Sollors",15
33,9780939691029,939691027,Among the Blacks,English,Paperback,1988-10-01,,64,5.30 (w) x 7.80 (h) x 0.30 (d),3.4,Avenue B,"Ron Padgett, Raymond Roussel",4
34,9780446579223,044657922X,The Daily Show with Jon Stewart Presents Earth (the Book): A Visitor's Guide to the Human Race,English,Hardcover,2010-09-01,,244,8.40 (w) x 10.30 (h) x 0.90 (d),4.9,Grand Central Publishing,Jon Stewart,6
35,9780547241630,547241631,The Best American Nonrequired Reading 2010,English,Paperback,2010-10-01,,484,5.50 (w) x 8.20 (h) x 1.30 (d),2.4,Houghton Mifflin Harcourt,"Dave Eggers (Editor), David Sedaris",17
36,9781607886150,1607886154,The Daily Show with Jon Stewart Presents Earth (the Book): A Visitor's Guide to the Human Race,English,Compact Disc,2010-10-01,,,,1.8,Hachette Audio,Jon Stewart,10
37,9780486285535,486285537,100 Best-Loved Poems,English,Paperback,1995-05-01,Special Value,96,5.22 (w) x 8.28 (h) x 0.28 (d),2.9,Dover Publications,Philip Smith,3
38,9780393930573,393930572,"The Norton Anthology of American Literature, Shorter Seventh Edition, One-Volume Paperback",English,Paperback,2007-07-01,7th Edition,3008,6.00 (w) x 9.20 (h) x 2.50 (d),2.9,"Norton, W. W. & Company, Inc.","Wayne Franklin (Editor), Jerome Klinkowitz (Editor), Mary Loeffelholz (Editor), Arnold Krupat (Editor), Philip F. Gura",12
39,9781615521647,161552164X,The Best American Poetry 2009,English,Paperback,2009-09-01,Bargain,,,3.2,Simon & Schuster Adult Publishing Group,"David Wagoner (Editor), David Lehman",13
40,9780195092622,195092627,The Oxford Book of American Short Stories,English,Paperback,1994-09-01,~,,,4.4,"Oxford University Press, USA",Joyce Carol Oates,1
41,9780618982721,618982728,The Best American Essays 2009,English,Paperback,2009-10-01,,224,5.40 (w) x 8.40 (h) x 0.60 (d),4.8,Houghton Mifflin Harcourt,"Mary Oliver (Editor), Robert Atwan (Editor), Mary Oliver",8
42,9780393929942,393929949,"The Norton Anthology of American Literature, Package 2: Volumes C, D, and E",English,Paperback,2007-04-01,7th Edition,2870,6.00 (w) x 9.20 (h) x 3.70 (d),2.5,"Norton, W. W. & Company, Inc.","Jerome Klinkowitz (Editor), Robert Levine (Editor), Mary Loeffelholz (Editor), Arnold Krupat (Editor), Patricia Wallace",9
43,9781400500284,1400500281,Early African American Classics (Barnes &amp; Noble Classics Series),English,Paperback,2008-10-01,Special Value,,11.10 (w) x 14.10 (h) x 6.30 (d),1.2,Barnes & Noble,Barnes & Noble,11
44,9780486296043,486296040,"African-American Poetry: An Anthology, 1773-1930",English,Paperback,1997-07-01,Special Value,96,5.29 (w) x 8.21 (h) x 0.25 (d),1.4,Dover Publications,Joan R. Sherman,10
45,9780060595371,006059537X,Couldn't Keep It to Myself: Testimonies from Our Imprisoned Sisters,English,Paperback,2004-02-01,Reprint,368,6.00 (w) x 9.00 (h) x 0.92 (d),2.7,HarperCollins Publishers,"Wally Lamb, Diane Bartholomew, Nancy Birkla, Robin Cullen, Brenda Medina",7
46,9780393979213,393979210,"The Norton Anthology of Poetry, Shorter 5th Edition",English,Paperback,2004-12-01,5th Edition,1424,9.16 (w) x 5.86 (h) x 1.50 (d),3.2,"Norton, W. W. & Company, Inc.","Margaret Ferguson (Editor), Jon Stallworthy (Editor), Mary Jo Salter (Editor), Mary Jo Salter (Editor), Jon Stallworthy",11
47,9781439181454,1439181454,The Best American Poetry 2010,English,Paperback,2010-09-01,,229,5.40 (w) x 8.30 (h) x 0.70 (d),2.7,Simon & Schuster Adult Publishing Group,"Amy Gerstler (Editor), David Lehman",4
48,9780451528247,451528247,"Classic Slave Narratives: The Life of Olaudah Equiano, The History of Mary Prince, Narrative of the Life of Frederick Douglass, Incidents in the Life of a Slave Girl",English,Mass Market Paperback,2002-01-01,Reissue,688,4.36 (w) x 7.08 (h) x 1.48 (d),4.2,Penguin Group (USA),"Henry Louis Gates Jr. (Editor), Frederick Douglass, Olaudah Equiano, Harriet Jacobs, Mary Prince",8
49,9780547241609,547241607,The Best American Nonrequired Reading 2009,English,Paperback,2009-10-01,,432,5.40 (w) x 8.10 (h) x 1.20 (d),2.5,Houghton Mifflin Harcourt,"Dave Eggers (Editor), Marjane Satrapi",7
50,9780393326659,393326659,In Fact: The Best of Creative Nonfiction,English,Paperback,2004-11-01,,480,5.50 (w) x 8.50 (h) x 1.20 (d),1.3,"Norton, W. W. & Company, Inc.","Lee Gutkind (Editor), Annie Dillard",10
51,9780618155873,618155872,The Best American Essays of the Century,English,Paperback,2001-10-01,,624,6.00 (w) x 9.00 (h) x 1.50 (d),2.7,Houghton Mifflin Harcourt,"Joyce Carol Oates, Robert Atwan",5
52,9780385000192,385000197,The Best Loved Poems of the American People,English,Hardcover,1936-10-01,Reissue,670,5.99 (w) x 8.56 (h) x 2.06 (d),1.0,Knopf Doubleday Publishing Group,"Hazel Felleman (Selected by), Edward Frank Allen (Introduction), Hazel Felleman",12
53,9780393927399,393927393,The Norton Anthology of American Literature: Volume A: Beginnings to 1820,English,Paperback,2007-04-01,7th Edition,972,6.00 (w) x 9.20 (h) x 1.10 (d),3.9,"Norton, W. W. & Company, Inc.","Wayne Franklin (Editor), Jerome Klinkowitz (Editor), Arnold Krupat (Editor), Philip F. Gura (Editor), Bruce Michelson",9
54,9780393979206,393979202,The Norton Anthology of Poetry,English,Paperback,2004-12-01,5th Edition,2256,6.00 (w) x 9.20 (h) x 2.00 (d),2.7,"Norton, W. W. & Company, Inc.","Margaret Ferguson, Jon Stallworthy, Mary Jo Salter, Jon Stallworthy (Editor), Mary Jo Salter",1
55,9780393977783,393977781,"The Norton Anthology of African American Literature, Vol. 2",English,Paperback,2003-12-01,2nd Edition,2832,6.00 (w) x 9.30 (h) x 2.30 (d),2.1,"Norton, W. W. & Company, Inc.","Henry Louis Gates Jr. (Editor), Nellie Y. McKay",13
56,9780312463199,312463197,"Poems, Poets, Poetry: An Introduction and Anthology",English,Paperback,2009-10-01,3rd Edition,752,5.90 (w) x 9.00 (h) x 1.00 (d),1.1,Bedford/St. Martin's,Helen Vendler,16
57,9780393061819,393061817,The Poets Laureate Anthology,English,Hardcover,2010-10-01,New Edition,816,6.50 (w) x 9.30 (h) x 1.70 (d),4.9,"Norton, W. W. & Company, Inc.","Elizabeth Hun Schmidt, Library of Congress Staff (With), Billy Collins",2
58,9780142437537,142437530,The Portable Beat Reader,English,Paperback,2003-07-01,Reissue,,,1.8,Penguin Group (USA),"Various, Ann Charters",6
59,9781557837608,1557837600,The Best American Short Plays 2008-2009,English,Paperback,2010-10-01,,356,5.50 (w) x 8.40 (h) x 1.10 (d),3.6,Applause Theatre Book Publishers,Barbara Parisi,18
60,9780425234280,425234282,The Gift of Love,English,Paperback,2010-06-01,,368,5.10 (w) x 7.90 (h) x 1.00 (d),2.6,Penguin Group (USA),"Lori Foster, Gia Dawn, Ann Christopher, Lisa Cooke, Heidi Betts",14
61,9781435114760,1435114760,One Hundred and One Famous Poems (Barnes &amp; Noble Library of Essential Reading),English,Paperback,2009-02-01,,,,1.3,Barnes & Noble,Roy J. Cook,19
62,9781400030934,1400030935,The Vintage Book of Contemporary American Poetry,English,Paperback,2003-04-01,Revised,656,5.20 (w) x 7.99 (h) x 1.16 (d),1.0,Knopf Doubleday Publishing Group,J. D. McClatchy,10
63,9780205655106,205655106,Literature: A Pocket Anthology,English,Paperback,2009-01-01,4th Edition,,,1.1,Longman,R. S. Gwynn,17
64,9780061626395,61626392,I'll Fly Away: Further Testimonies from the Women of York Prison,English,Paperback,2008-10-01,,288,5.30 (w) x 7.90 (h) x 0.80 (d),3.2,HarperCollins Publishers,"Wally Lamb, I'll Fly Away Contributors",12
65,9781598530209,1598530208,American Earth: Environmental Writing Since Thoreau,English,Hardcover,2008-04-01,,900,5.12 (w) x 8.18 (h) x 2.10 (d),3.1,Library of America,"Bill McKibben (Editor), Al Gore",11
66,9780060540425,60540427,Best Poems of the English Language: From Chaucer Through Robert Frost,English,Paperback,2007-08-01,Reprint,1008,6.10 (w) x 9.20 (h) x 1.80 (d),3.2,HarperCollins Publishers,Harold Bloom,14
67,9780061728945,61728942,Humor Me: An Anthology of Funny Contemporary Writing (Plus Some Great Old Stuff Too),English,Hardcover,2010-05-01,,,,2.5,HarperCollins Publishers,Ian Frazier,11
68,9781565841475,1565841476,Coming of Age in America: A Multicultural Anthology,English,Paperback,2007-09-01,Reprint,288,5.58 (w) x 8.28 (h) x 0.73 (d),1.7,"New Press, The","Mary Frosch, Gary Soto",1
69,9780486457574,486457575,"Three African-American Classics: Up from Slavery, The Souls of Black Folk and Narrative of the Life of Frederick Douglass",English,Paperback,2007-02-01,,448,5.20 (w) x 8.20 (h) x 1.00 (d),4.8,Dover Publications,"Booker T. Washington, Frederick Douglass, W.E.B. Du Bois, W. E. Du Bois",10
70,9781402221118,1402221118,100 Best African American Poems with CD,English,Other Format,2010-11-01,,256,8.40 (w) x 11.66 (h) x 0.94 (d),2.8,"Sourcebooks, Incorporated",Nikki Giovanni,9
71,9780679745259,679745254,Six American Poets: An Anthology,English,Paperback,1993-12-01,1st Vintage Books ed,320,5.17 (w) x 7.96 (h) x 0.65 (d),4.8,Knopf Doubleday Publishing Group,Joel Conarroe,18
72,9780393930153,393930157,Norton Anthology of Literature by Women: The Traditions in English,English,Paperback,2007-02-01,3rd Edition,2452,6.00 (w) x 9.30 (h) x 3.30 (d),2.1,"Norton, W. W. & Company, Inc.","Sandra M. Gilbert (Editor), Norton, Susan Gubar, Susan Gubar",2
73,9780135145289,135145287,Multicultural Children's Literature: Through the Eyes of Many Children,English,Paperback,2008-03-01,3rd Edition,,,1.1,Prentice Hall,Donna E. Norton,5
74,9780553262636,553262637,The Voice That Is Great within Us: American Poetry of the Twentieth Century,English,Mass Market Paperback,1983-09-01,Reprint,768,4.15 (w) x 6.85 (h) x 1.25 (d),3.8,Random House Publishing Group,"Hayden Carruth, Susan Kagen Podell",20
75,9780385044011,385044011,Poems That Touch the Heart,English,Hardcover,1984-10-01,ENLARGED,464,5.79 (w) x 8.54 (h) x 1.55 (d),1.0,Knopf Doubleday Publishing Group,"A.L. Alexander, A. L. Alexander (Introduction), A. L. Alexander",8
76,9780312421007,312421001,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,English,Paperback,2002-09-01,REV,416,5.50 (w) x 8.31 (h) x 0.76 (d),4.3,Picador,"Paul Auster, Nelly Reifler",19
77,9780806645773,806645776,Listening For God Rdr Vol 4,English,Paperback,2003-01-01,New Edition,164,5.50 (w) x 8.50 (h) x 0.35 (d),3.8,"Augsburg Fortress, Publishers","Paula J. Carlson (Editor), Peter S. Hawkins",19
78,9780073384894,73384895,The American Tradition in Literature (concise) book alone,English,Paperback,2008-11-01,12nd Edition,2352,6.00 (w) x 9.10 (h) x 2.10 (d),4.5,"McGraw-Hill Companies, The","George Perkins, Barbara Perkins",7
79,9780312452834,312452837,"Approaching Literature: Writing, Reading, Thinking",English,Paperback,2007-12-01,2nd Edition,1696,6.53 (w) x 9.26 (h) x 1.69 (d),5.0,Bedford/St. Martin's,"Peter Schakel, Jack Ridl",17
80,9780393927412,393927415,The Norton Anthology of American Literature: Volume C: 1865-1914,English,Paperback,2007-04-01,7th Edition,1094,6.00 (w) x 9.20 (h) x 1.40 (d),2.9,"Norton, W. W. & Company, Inc.","Arnold Krupat (Editor), Jerome Klinkowitz (Editor), Mary Loeffelholz (Editor), Philip F. Gura (Editor), Bruce Michelson",11
81,9781598530599,1598530593,American Fantastic Tales Boxed Set,English,Hardcover,2009-10-01,,1500,5.40 (w) x 8.60 (h) x 2.80 (d),4.6,Library of America,Peter Straub,10
82,9780140237788,014023778X,Unsettling America: An Anthology of Contemporary Multicultural Poetry,English,Paperback,1994-11-01,,432,6.02 (w) x 8.96 (h) x 0.94 (d),4.4,Penguin Group (USA),"Maria Mazziotti Gillan (Editor), Jennifer Gillan",7
83,9780806627151,806627158,"Listening For God Reader, Vol 1",English,Paperback,1994-08-01,New Edition,164,0.35 (w) x 5.50 (h) x 8.50 (d),4.6,"Augsburg Fortress, Publishers","Paula J. Carlson (Editor), Peter S. Hawkins (Editor), Peter S. Hawkins",7
84,9780205763108,205763103,Concise Anthology of American Literature,English,Paperback,2010-01-01,7th Edition,2368,6.40 (w) x 9.20 (h) x 2.10 (d),1.7,Prentice Hall,"James Leonard, David Bradley, George McMichael, Dana Nelson, Shelley Fisher Fishkin",6
85,9780547201801,054720180X,"The Heath Anthology of American Literature: Contemporary Period (1945 To The Present), Volume E",English,Paperback,2009-03-01,6th Edition,3612,6.00 (w) x 9.10 (h) x 1.50 (d),2.0,Cengage Learning,"Paul Lauter, Richard Yarborough, John Alberti, Mary Pat Brady, Jackson Bryer",4
86,9780140170368,140170367,The Portable Harlem Renaissance Reader,English,Paperback,1995-06-01,1,816,5.18 (w) x 7.78 (h) x 1.47 (d),1.6,Penguin Group (USA),"David Lewis, David Levering Lewis",9
87,9780321484895,321484894,American Short Stories,English,Hardcover,2007-10-01,8th Edition,760,5.90 (w) x 8.90 (h) x 1.10 (d),2.6,Longman,Bert Hitchcock,11
88,9780486272849,486272842,Great Love Poems,English,Paperback,1992-10-01,Special Value,128,5.12 (w) x 8.34 (h) x 0.32 (d),4.1,Dover Publications,Shane Weller,13
89,9780321012692,321012690,"The Harper American Literature, Single Volume Edition",English,Hardcover,1998-12-01,3rd Edition,2867,6.38 (w) x 9.14 (h) x 2.45 (d),2.6,Longman,"Donald McQuade, Justin Kaplan, Martha Banta",10
90,9780395765289,395765285,The Latino Reader: An American Literary Tradition from 1542 to the Present,English,Paperback,1997-03-01,None,528,5.50 (w) x 8.25 (h) x 0.50 (d),2.6,Houghton Mifflin Harcourt,"Margarite Fernandez Olmos (Editor), Harold Augenbraum",3
91,9780820334318,820334316,Black Nature,English,Paperback,2009-12-01,,432,6.00 (w) x 8.90 (h) x 1.10 (d),2.4,University of Georgia Press,Camille T. Dungy,17
92,9780132216470,132216477,Anthology of American Literature Volume II,English,Paperback,2007-01-01,9th Edition,,,1.3,Prentice Hall,"George McMichael, James Leonard, James S. Leonard",18
93,9780486271651,048627165X,Best Remembered Poems,English,Paperback,1992-12-01,,224,5.40 (w) x 8.45 (h) x 0.45 (d),4.9,Dover Publications,"Martin Gardner (Editor), Martin Gardner",9
94,9780802150325,802150322,Nine Plays of the Modern Theater: Waiting for Godot; The Visit; Tango; The Caucasian Chalk Circle; The Balcony; Rhinoceros; American Buffalo; The Birthday Party; Rosencrantz and Guildenstern are Dead,English,Paperback,1994-01-01,,912,6.10 (w) x 9.20 (h) x 1.70 (d),1.5,"Grove/Atlantic, Inc.",Harold Clurman,10
95,9780393930146,393930149,"The Norton Anthology of Literature by Women: The Traditions in English, Vol. 2",English,Hardcover,2007-02-01,3rd Edition,,,3.0,"Norton, W. W. & Company, Inc.","Sandra M. Gilbert (Editor), Susan Gubar",20
96,9781598530216,1598530216,Writing New York: A Literary Anthology,English,Paperback,2008-01-01,Expanded,1050,6.06 (w) x 9.26 (h) x 1.57 (d),2.8,Library of America,Phillip Lopate,16
97,9781616836863,1616836865,The Best American Essays 2009,English,Paperback,2009-10-01,Bargain,,,2.0,Houghton Mifflin Harcourt,"Mary Oliver (Editor), Robert Atwan (Editor), Mary Oliver",14
98,9781616823764,1616823763,The Hudson River Valley Reader,English,Hardcover,2009-03-01,Bargain,,,1.1,Cider Mill Press,Edward C. Goodman,16
99,9780743299770,743299779,The Best American Poetry 2009,English,Paperback,2009-09-01,,240,5.48 (w) x 8.28 (h) x 0.64 (d),1.9,Simon & Schuster Adult Publishing Group,"David Wagoner (Editor), David Lehman",10
100,9780393336450,039333645X,Sudden Fiction Latino: Short-Short Stories from the United States and Latin America,English,Paperback,2010-03-01,Original,336,5.50 (w) x 8.20 (h) x 0.90 (d),1.5,"Norton, W. W. & Company, Inc.","Robert Shapard (Editor), James Thomas (Editor), Luisa Valenzuela",19
101,9780689808692,689808690,I Am the Darker Brother: An Anthology of Modern Poems by African Americans,English,Mass Market Paperback,1997-01-01,Revised,192,4.10 (w) x 6.80 (h) x 0.60 (d),1.8,Simon & Schuster Children's Publishing,Arnold Adoff,14
102,9780451529152,451529154,Classic American Autobiographies,English,Mass Market Paperback,2003-11-01,Reissue,464,4.44 (w) x 6.82 (h) x 0.81 (d),1.1,Penguin Group (USA),"William L. Andrews, William L. Andrews",2
103,9780060882501,60882506,Mental Floss: Scatterbrained,English,Paperback,2006-07-01,,256,7.18 (w) x 10.90 (h) x 0.68 (d),2.7,HarperCollins Publishers,"Editors Of Mental Floss, Gre, Ransom Riggs, Will Hickman, John Green",10
104,9780142001943,142001945,The Portable Sixties Reader,English,Paperback,2002-12-01,,672,5.20 (w) x 7.80 (h) x 1.16 (d),1.2,Penguin Group (USA),"Ann Charters, Various",11
105,9780060927639,60927631,Modern American Memoirs,English,Paperback,1996-10-01,Reprint,464,5.31 (w) x 8.00 (h) x 1.04 (d),3.1,HarperCollins Publishers,"Annie Dillard, Cort Conley",9
106,9780641974120,641974124,Best American Spiritual Writing 2007,English,Paperback,2007-10-01,Bargain,,,4.0,Houghton Mifflin Company,"Philip Zaleski, Harvey Cox",12
107,9780393927429,393927423,The Norton Anthology of American Literature: Volume D: 1914-1945,English,Paperback,2007-04-01,7th Edition,910,6.00 (w) x 9.20 (h) x 1.00 (d),1.7,"Norton, W. W. & Company, Inc.","Jerome Klinkowitz (Editor), Mary Loeffelholz (Editor), Arnold Krupat (Editor), Philip F. Gura (Editor), Bruce Michelson",18
108,9780312474911,312474911,Making Literature Matter: An Anthology for Readers and Writers,English,Paperback,2008-08-01,4th Edition,,,4.8,Bedford/St. Martin's,"John Schilb, John Clifford",1
109,9781558850033,1558850031,"Luis Valdez - Early Works: Actos, Bernabe and Pensamiento Serpentino",English,Hardcover,1990-01-01,1st Edition,189,4.88 (w) x 8.66 (h) x 0.50 (d),3.7,Arte Publico Press,"Luis Valdez, Teatro Campesino",16
110,9780521540285,521540283,In Our Own Words: Student Writers at Work,English,Paperback,2005-04-01,3rd Edition,288,7.01 (w) x 10.04 (h) x 0.59 (d),4.2,Cambridge University Press,"Rebecca Mlynarczyk, Steven B. Haber",3
111,9780822220558,822220555,Touch,English,Paperback,2005-11-01,,51,52.50 (w) x 75.00 (h) x 2.50 (d),3.2,"Dramatists Play Service, Incorporated",Toni Press-Coffman,3
112,9780077239046,77239040,"The American Tradition in Literature, Volume 1(book alone)",English,Paperback,2008-10-01,12nd Edition,2040,5.90 (w) x 9.10 (h) x 2.00 (d),3.3,"McGraw-Hill Companies, The","George Perkins, Barbara Perkins",19
113,9780307268341,307268349,The Four Seasons: Poems,English,Hardcover,2008-06-01,,256,6.48 (w) x 4.38 (h) x 0.73 (d),4.4,Knopf Doubleday Publishing Group,J. D. McClatchy,5
114,9781598530698,1598530690,The American Stage: Writing on Theater from Washington Irving to Tony Kushner,English,Hardcover,2010-04-01,,850,5.32 (w) x 8.14 (h) x 1.49 (d),1.1,Library of America,"Lawrence Senelick (Editor), John Lithgow",13
115,9780609808405,609808400,Bum Rush the Page: A Def Poetry Jam,English,Paperback,2001-10-01,1ST,320,6.10 (w) x 9.15 (h) x 0.80 (d),3.5,Crown Publishing Group,"Tony Medina, Louis Reyes Rivera (Editor), Sonia Sanchez",12
116,9781560255505,1560255501,The Outlaw Bible of American Literature,English,Paperback,2004-12-01,First Trade Paper Edition,920,6.12 (w) x 9.00 (h) x 1.61 (d),2.6,Basic Books,"Alan Kaufmann (Editor), Barney Rosset (Editor), Neil Ortenberg",5
117,9781934633946,1934633941,Mother California: A Story of Redemption Behind Bars,English,Paperback,2010-09-01,,,,1.6,Atlas & Co.,Kenneth E. Hartman,9
118,9780618197330,618197338,The Best American Short Stories 2003,English,Paperback,2003-10-01,Older Edition,386,0.86 (w) x 8.50 (h) x 5.50 (d),2.7,Houghton Mifflin Harcourt,"Walter Mosley (Editor), Katrina Kenison",7
119,9780449905081,044990508X,Spider Woman's Granddaughters: Traditional Tales and Contemporary Writing by Native American Women,English,Paperback,1990-05-01,Reissue,288,5.06 (w) x 7.97 (h) x 0.56 (d),2.4,Random House Publishing Group,Paula Gunn Allen,7
120,9781571312693,1571312692,Transforming a Rape Culture,English,Paperback,2004-08-01,Revised,424,6.04 (w) x 9.02 (h) x 1.10 (d),4.1,Milkweed Editions,"Emilie Buchwald (Editor), Martha Roth (Editor), Pamela R. Fletcher (Editor), Pamela Fletcher",5
